uf,ibge,municipio,parametro,valor,ano_quadrimestre,ano,quadrimestre
ES,320040.0,ANCHIETA,29772.0,34188.0,2021 Q1,2021,Q1
ES,320060.0,ARACRUZ,96000.0,76164.0,2021 Q1,2021,Q1
ES,320330.0,MANTENÓPOLIS,13750.0,15432.0,2021 Q1,2021,Q1
ES,320335.0,MARILÂNDIA,12960.0,15259.0,2021 Q1,2021,Q1
ES,320100.0,BOA ESPERANÇA,15090.0,15639.0,2021 Q1,2021,Q1
ES,320380.0,MUQUI,13750.0,13454.0,2021 Q1,2021,Q1
ES,320420.0,PIÚMA,22050.0,7334.0,2021 Q1,2021,Q1
ES,320470.0,SÃO GABRIEL DA PALHA,27500.0,32293.0,2021 Q1,2021,Q1
ES,320495.0,SÃO ROQUE DO CANAÃ,11000.0,10775.0,2021 Q1,2021,Q1
ES,320140.0,CASTELO,35750.0,35337.0,2021 Q1,2021,Q1
ES,320220.0,FUNDÃO,16000.0,1836.0,2021 Q1,2021,Q1
ES,320245.0,IBATIBA,16500.0,16529.0,2021 Q1,2021,Q1
ES,320320.0,LINHARES,156000.0,141243.0,2021 Q1,2021,Q1
ES,320030.0,ALFREDO CHAVES,11000.0,13104.0,2021 Q1,2021,Q1
ES,320035.0,ALTO RIO NOVO,7872.0,4696.0,2021 Q1,2021,Q1
ES,320350.0,MONTANHA,18888.0,18683.0,2021 Q1,2021,Q1
ES,320370.0,MUNIZ FREIRE,17312.0,18839.0,2021 Q1,2021,Q1
ES,320115.0,BREJETUBA,12425.0,8998.0,2021 Q1,2021,Q1
ES,320190.0,DOMINGOS MARTINS,24750.0,31845.0,2021 Q1,2021,Q1
ES,320200.0,DORES DO RIO PRETO,6771.0,6596.0,2021 Q1,2021,Q1
ES,320210.0,ECOPORANGA,22000.0,17239.0,2021 Q1,2021,Q1
ES,320517.0,VILA VALÉRIO,14070.0,15966.0,2021 Q1,2021,Q1
ES,320265.0,IRUPI,11000.0,11127.0,2021 Q1,2021,Q1
ES,320270.0,ITAGUAÇU,13750.0,11284.0,2021 Q1,2021,Q1
ES,320334.0,MARECHAL FLORIANO,16919.0,18888.0,2021 Q1,2021,Q1
ES,320090.0,BARRA DE SÃO FRANCISCO,33000.0,40333.0,2021 Q1,2021,Q1
ES,320480.0,SÃO JOSÉ DO CALÇADO,10544.0,10546.0,2021 Q1,2021,Q1
ES,320130.0,CARIACICA,224000.0,150471.0,2021 Q1,2021,Q1
ES,320170.0,CONCEIÇÃO DO CASTELO,11000.0,12485.0,2021 Q1,2021,Q1
ES,320305.0,JAGUARÉ,24062.0,27939.0,2021 Q1,2021,Q1
ES,320010.0,AFONSO CLÁUDIO,27500.0,33977.0,2021 Q1,2021,Q1
ES,320020.0,ALEGRE,27500.0,24106.0,2021 Q1,2021,Q1
ES,320050.0,APIACÁ,7554.0,7017.0,2021 Q1,2021,Q1
